NetAlan,Sehir,Ilce,Mahalle,Fiyat,OdaSayisi,SalonSayisi,BinaYasi,BalkonSayisi,SiteIcerisinde,KatTipi
110.0,Istanbul,Bağcılar,Demirkapı,2900000,3.0,1.0,21,2,0,Normal
90.0,Istanbul,Esenyurt,Haramidere,1815000,2.0,1.0,21,1,0,Normal
136.0,Istanbul,Esenyurt,Haramidere,4100000,3.0,1.0,6,1,1,Normal
125.0,Istanbul,Eyüpsultan,Göktürk,8700000,2.0,1.0,2,2,1,Normal
180.0,Istanbul,Eyüpsultan,Alibeyköy,13000000,5.0,1.0,0,2,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,2295000,2.0,1.0,15,1,1,Normal
82.0,Istanbul,Avcılar,Ambarlı,5300000,2.0,1.0,2,1,0,Normal
70.0,Istanbul,Gaziosmanpaşa,Küçükköy,2630000,2.0,1.0,17,1,0,Normal
107.0,Istanbul,Esenyurt,Kıraç,3130000,2.0,1.0,7,1,1,Normal
120.0,Istanbul,Maltepe,Yalı,4500000,3.0,1.0,27,2,0,Normal
35.0,Istanbul,Fatih,Fevzipaşa,800000,0.0,0.0,28,0,0,Normal
120.0,Istanbul,Esenler,Birlik,2799999,2.0,1.0,26,1,0,Normal
87.0,Istanbul,Fatih,Fevzipaşa,4850000,2.0,1.0,7,1,0,Normal
80.0,Istanbul,Eyüpsultan,Yeşilpınar,4100000,2.0,1.0,16,1,0,Normal
163.0,Istanbul,Beylikdüzü,Kavaklı,11450000,3.0,1.0,0,2,1,Normal
145.0,Istanbul,Bahçelievler,Soğanlı,5150000,3.0,1.0,19,1,0,Normal
90.0,Istanbul,Pendik,Şeyhli,5750000,2.0,1.0,7,1,1,Normal
110.0,Istanbul,Esenyurt,Kıraç,3099000,2.0,1.0,5,2,1,Normal
115.0,Istanbul,Esenyurt,Haramidere,2280000,2.0,1.0,24,0,1,Normal
99.0,Istanbul,Şişli,Okmeydanı,9350000,2.0,1.0,0,1,1,Normal
160.0,Istanbul,Pendik,Yenişehir,13750000,3.0,1.0,3,2,1,Normal
135.0,Istanbul,Büyükçekmece,Kumburgaz,4000000,3.0,1.0,28,2,0,Normal
110.0,Istanbul,Esenyurt,Haramidere,1142000,2.0,1.0,26,2,0,Normal
85.0,Istanbul,Eyüpsultan,Çırçır,3950000,2.0,1.0,25,1,0,Normal
160.0,Istanbul,Kağıthane,Çeliktepe,13250000,3.0,1.0,3,2,1,Normal
135.0,Istanbul,Üsküdar,Bulgurlu,8900000,3.0,1.0,20,2,0,Normal
103.0,Istanbul,Küçükçekmece,Sefaköy,4500000,2.0,1.0,12,1,0,Normal
194.0,Istanbul,Esenyurt,Haramidere,2200000,2.0,2.0,26,2,1,Normal
180.0,Istanbul,Eyüpsultan,Alibeyköy,12250000,3.0,2.0,10,1,1,Dubleks
135.0,Istanbul,Büyükçekmece,Merkez,8150000,3.0,1.0,2,1,1,Normal
110.0,Istanbul,Bağcılar,Demirkapı,2550000,2.0,1.0,29,2,1,Normal
210.0,Istanbul,Arnavutköy,Boğazköy,5100000,4.0,2.0,28,1,0,Normal
255.0,Istanbul,Tuzla,Tersaneler,14200000,4.0,2.0,8,2,1,Dubleks
110.0,Istanbul,Sarıyer,Tarabya,9000000,2.0,1.0,21,2,1,Normal
150.0,Istanbul,Ümraniye,Esenşehir,7250000,3.0,1.0,28,1,0,Normal
75.0,Istanbul,Sultanbeyli,Necipfazıl,3500000,2.0,1.0,5,1,1,Normal
100.0,Istanbul,Esenyurt,Kıraç,2950000,3.0,1.0,6,1,1,Normal
95.0,Istanbul,Pendik,Çamçeşme,6700000,3.0,1.0,10,0,0,Normal
80.0,Istanbul,Tuzla,Mimarsinan,2600000,1.0,1.0,29,0,0,Normal
85.0,Istanbul,Esenyurt,Kıraç,1285000,1.0,1.0,28,0,0,Normal
86.0,Istanbul,Pendik,Çamçeşme,5300000,2.0,1.0,12,1,0,Normal
100.0,Istanbul,Esenyurt,Kıraç,3750000,2.0,1.0,3,1,1,Normal
90.0,Istanbul,Küçükçekmece,Halkalı,4500000,2.0,1.0,5,1,1,Normal
110.0,Istanbul,Bağcılar,Güneşli,2200000,2.0,1.0,30,2,0,Normal
267.0,Istanbul,Ümraniye,Merkez,29250000,4.0,1.0,3,1,1,Normal
95.0,Istanbul,Sultanbeyli,Mimarsinan,4500000,2.0,1.0,9,0,1,Normal
135.0,Istanbul,Esenyurt,Haramidere,3700000,3.0,1.0,5,2,1,Normal
87.0,Istanbul,Pendik,Şeyhli,5750000,2.0,1.0,7,1,1,Normal
96.0,Istanbul,Avcılar,Ambarlı,2390000,2.0,1.0,26,1,0,Normal
140.0,Istanbul,Avcılar,Gümüşpala,3300000,3.0,1.0,30,2,0,Normal
90.0,Istanbul,Ümraniye,Esenevler,11500000,2.0,1.0,1,1,1,Normal
100.0,Istanbul,Esenyurt,Kıraç,2750000,2.0,1.0,4,2,1,Normal
65.0,Istanbul,Bağcılar,Demirkapı,1830000,2.0,1.0,19,1,0,Normal
225.0,Istanbul,Beylikdüzü,Gürpınar,7250000,3.0,2.0,18,2,1,Normal
97.0,Istanbul,Pendik,Çarşı,8150000,2.0,1.0,2,1,1,Normal
95.0,Istanbul,Beylikdüzü,Kavaklı,3575000,2.0,1.0,4,1,0,Normal
141.0,Istanbul,Beylikdüzü,Kavaklı,4950000,3.0,1.0,17,2,0,Normal
110.0,Istanbul,Beylikdüzü,Kavaklı,1725000,2.0,1.0,27,1,0,Normal
110.0,Istanbul,Beylikdüzü,Kavaklı,1725000,2.0,1.0,29,1,0,Normal
140.0,Istanbul,Tuzla,İstasyon,3650000,2.0,1.0,30,2,1,Normal
135.0,Istanbul,Beşiktaş,Gayrettepe,13250000,3.0,2.0,17,1,0,Normal
100.0,Istanbul,Beylikdüzü,Kavaklı,1299000,2.0,1.0,26,1,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,1575000,2.0,1.0,27,2,1,Normal
75.0,Istanbul,Esenyurt,Kıraç,1400000,1.0,1.0,21,0,1,Normal
100.0,Istanbul,Üsküdar,Bağlarbaşı,15000000,2.0,1.0,3,1,1,Normal
75.0,Istanbul,Başakşehir,İkitelli,4750000,2.0,1.0,15,1,0,Normal
160.0,Istanbul,Bağcılar,Hürriyet,12500000,3.0,1.0,1,2,1,Normal
125.0,Istanbul,Gaziosmanpaşa,Küçükköy,3100000,3.0,1.0,27,1,0,Normal
132.0,Istanbul,Pendik,Esenyalı,7250000,3.0,1.0,18,2,0,Normal
110.0,Istanbul,Pendik,Esenyalı,5500000,3.0,1.0,22,1,0,Normal
88.0,Istanbul,Büyükçekmece,Mimarsinan,3850000,2.0,1.0,17,1,1,Normal
72.0,Istanbul,Esenyurt,Kıraç,2390000,1.0,1.0,1,0,1,Normal
110.0,Istanbul,Esenyurt,Haramidere,1840000,2.0,1.0,27,1,1,Normal
135.0,Istanbul,Zeytinburnu,Maltepe,13350000,2.0,1.0,2,1,1,Normal
132.0,Istanbul,Başakşehir,İkitelli,3650000,3.0,1.0,28,2,1,Normal
150.0,Istanbul,Beylikdüzü,Kavaklı,2740000,3.0,1.0,30,1,0,Normal
138.0,Istanbul,Beylikdüzü,Kavaklı,3490000,3.0,1.0,23,1,0,Normal
140.0,Istanbul,Esenyurt,Kıraç,3550000,2.0,1.0,11,2,1,Normal
180.0,Istanbul,Esenyurt,Haramidere,1120000,3.0,1.0,28,3,1,Normal
130.0,Istanbul,Bağcılar,Kemalpaşa,2790000,2.0,1.0,29,0,0,Normal
75.0,Istanbul,Tuzla,Mimarsinan,3050000,2.0,1.0,25,1,1,Normal
230.0,Istanbul,Başakşehir,Bahçeşehir,11500000,3.5,1.0,25,1,1,Dubleks
121.0,Istanbul,Büyükçekmece,Celaliye(Kamiloba),5800000,2.0,1.0,12,1,0,Normal
180.0,Istanbul,Çekmeköy,Taşdelen,7500000,4.0,2.0,30,1,1,Normal
92.0,Istanbul,Silivri,Değirmenköy,3000000,2.0,1.0,13,1,1,Normal
110.0,Istanbul,Beylikdüzü,Gürpınar,3699000,3.0,1.0,15,0,1,Normal
75.0,Istanbul,Esenyurt,Kıraç,1199000,1.0,1.0,30,0,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,2399000,2.0,1.0,18,1,1,Normal
135.0,Istanbul,Üsküdar,Bulgurlu,7050000,3.0,1.0,28,3,0,Normal
130.0,Istanbul,Esenyurt,Kıraç,2699000,3.0,1.0,22,2,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,1739000,2.0,1.0,26,1,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,995000,2.0,1.0,26,1,1,Normal
80.0,Istanbul,Fatih,Mevlanakapı,2950000,2.0,1.0,22,1,0,Normal
110.0,Istanbul,Ataşehir,İçerenköy,7275000,3.0,1.0,12,1,1,Normal
85.0,Istanbul,Arnavutköy,Hadımköy(Boyalık),1975000,2.0,1.0,26,1,0,Normal
160.0,Istanbul,Beylikdüzü,Kavaklı,11500000,3.0,1.0,0,1,1,Normal
70.0,Istanbul,Esenyurt,Kıraç,1300000,1.0,1.0,21,0,0,Normal
95.0,Istanbul,Bahçelievler,Zafer,2250000,2.0,1.0,26,0,0,Normal
100.0,Istanbul,Beşiktaş,Levazım,14500000,2.0,1.0,2,1,1,Normal
100.0,Istanbul,Beşiktaş,Levazım,14500000,2.0,1.0,3,0,1,Normal
130.0,Istanbul,Esenyurt,Haramidere,3200000,2.0,1.0,17,1,1,Normal
85.0,Istanbul,Ataşehir,Örnek,5600000,2.0,1.0,11,1,0,Normal
145.0,Istanbul,Beylikdüzü,Kavaklı,3325000,3.0,1.0,29,1,0,Normal
160.0,Istanbul,Beşiktaş,Levazım,4530000,3.0,1.0,27,2,0,Normal
95.0,Istanbul,Esenyurt,Haramidere,3500000,2.0,1.0,0,1,1,Normal
100.0,Istanbul,Beylikdüzü,Kavaklı,1825000,2.0,1.0,28,0,0,Normal
359.0,Istanbul,Beylikdüzü,Yakuplu,5945000,5.0,2.0,27,2,1,Tripleks
180.0,Istanbul,Bahçelievler,Kocasinan,7250000,4.0,2.0,17,1,0,Normal
95.0,Istanbul,Sancaktepe,Sarıgazi,3999000,2.0,1.0,17,0,1,Normal
155.0,Istanbul,Avcılar,Ambarlı,2950000,3.0,1.0,27,1,0,Normal
80.0,Istanbul,Ataşehir,Örnek,2900000,2.0,1.0,27,0,1,Normal
160.0,Istanbul,Büyükçekmece,Merkez,4650000,3.0,1.0,28,1,0,Normal
70.0,Istanbul,Esenyurt,Haramidere,2850000,1.0,1.0,3,0,1,Normal
90.0,Istanbul,Silivri,Değirmenköy,2000000,2.0,1.0,29,2,1,Normal
60.0,Istanbul,Pendik,Çamçeşme,3750000,1.0,1.0,17,0,1,Normal
75.0,Istanbul,Küçükçekmece,Halkalı,4500000,1.0,1.0,0,0,0,Normal
130.0,Istanbul,Pendik,Yayalar,2750000,3.0,1.0,27,1,1,Normal
100.0,Istanbul,Güngören,Sanayi,3150000,2.0,1.0,13,2,0,Normal
170.0,Istanbul,Küçükçekmece,Halkalı,4530000,2.0,2.0,28,2,0,Dubleks
120.0,Istanbul,Esenyurt,Haramidere,3200000,2.0,1.0,8,1,0,Normal
140.0,Istanbul,Kağıthane,Çeliktepe,8100000,3.0,1.0,13,2,0,Normal
140.0,Istanbul,Bağcılar,Hürriyet,8490000,2.0,1.0,2,1,1,Normal
68.0,Istanbul,Ümraniye,Şerifali,5750000,1.0,1.0,8,0,0,Normal
85.0,Istanbul,Kağıthane,Çağlayan,4500000,2.0,1.0,18,0,1,Normal
97.0,Istanbul,Esenyurt,Kıraç,3750000,2.0,1.0,1,1,1,Normal
155.0,Istanbul,Pendik,Yenişehir,11275000,3.0,1.0,8,1,1,Normal
130.0,Istanbul,Sancaktepe,Samandıra,5350000,3.0,1.0,13,0,1,Normal
100.0,Istanbul,Küçükçekmece,Halkalı,2500000,2.0,1.0,27,2,0,Normal
56.0,Istanbul,Esenler,Karabayır,3350000,1.0,1.0,1,0,1,Normal
240.0,Istanbul,Beşiktaş,Etiler,21500000,3.0,1.0,23,2,0,Normal
110.0,Istanbul,Çekmeköy,Taşdelen,6500000,2.0,1.0,14,1,1,Normal
90.0,Istanbul,Sancaktepe,Yenidoğan,2700000,2.0,1.0,28,1,1,Normal
90.0,Istanbul,Bağcılar,Demirkapı,2050000,2.0,1.0,30,1,0,Normal
65.0,Istanbul,Fatih,Fevzipaşa,3250000,2.0,1.0,16,1,0,Normal
155.0,Istanbul,Beylikdüzü,Kavaklı,5650000,3.0,1.0,9,2,1,Normal
135.0,Istanbul,Beylikdüzü,Kavaklı,5750000,3.0,1.0,3,2,1,Normal
80.0,Istanbul,Eyüpsultan,Yeşilpınar,4000000,2.0,1.0,16,0,1,Normal
130.0,Istanbul,Beylikdüzü,Kavaklı,3199000,3.0,1.0,28,1,1,Normal
90.0,Istanbul,Sancaktepe,Samandıra,4230000,2.0,1.0,12,1,0,Normal
140.0,Istanbul,Beyoğlu,Cihangir,16900000,3.0,1.0,1,2,1,Normal
65.0,Istanbul,Gaziosmanpaşa,Fevziçakmak,4300000,1.0,1.0,3,0,0,Normal
120.0,Istanbul,Güngören,Abdurrahman Nafiz Gürman,3400000,2.0,1.0,14,1,1,Normal
70.0,Istanbul,Büyükçekmece,Celaliye(Kamiloba),1670000,1.0,1.0,29,0,0,Normal
61.0,Istanbul,Beylikdüzü,Yakuplu,4490000,2.0,1.0,1,0,0,Normal
110.0,Istanbul,Silivri,Selimpaşa,4200000,2.0,1.0,5,2,1,Normal
150.0,Istanbul,Arnavutköy,Hadımköy(Boyalık),3900000,2.0,1.0,25,2,0,Normal
123.0,Istanbul,Küçükçekmece,Sefaköy,2400000,2.0,1.0,27,2,0,Normal
120.0,Istanbul,Fatih,Akdeniz,3900000,2.0,1.0,27,1,0,Normal
165.0,Istanbul,Büyükçekmece,Kumburgaz,12000000,3.0,1.0,2,1,0,Normal
130.0,Istanbul,Arnavutköy,Hadımköy(Boyalık),4100000,2.0,2.0,11,1,0,Dubleks
140.0,Istanbul,Beylikdüzü,Yakuplu,3490000,2.0,1.0,30,1,1,Normal
276.0,Istanbul,Üsküdar,Altunizade,45000000,5.0,2.0,0,3,1,Normal
130.0,Istanbul,Esenyurt,Kıraç,3200000,3.0,1.0,18,2,1,Normal
70.0,Istanbul,Sultangazi,Cebeci,2750000,2.0,1.0,15,1,0,Normal
84.0,Istanbul,Küçükçekmece,Halkalı,4490000,2.0,1.0,9,1,0,Normal
130.0,Istanbul,Bağcılar,Hürriyet,2750000,2.0,1.0,26,0,1,Normal
120.0,Istanbul,Eyüpsultan,Göktürk,17900000,2.0,1.0,2,2,0,Normal
145.0,Istanbul,Esenyurt,Kıraç,4250000,3.0,1.0,6,1,1,Normal
200.0,Istanbul,Fatih,Haseki,6200000,4.0,2.0,29,2,0,Dubleks
61.0,Istanbul,Arnavutköy,Taşoluk,1900000,2.0,1.0,11,0,0,Normal
85.0,Istanbul,Arnavutköy,Taşoluk,3550000,2.0,1.0,8,1,1,Normal
125.0,Istanbul,Ümraniye,Kazımkarabekir,10000000,3.0,1.0,8,1,0,Normal
85.0,Istanbul,Esenyurt,Haramidere,1445000,2.0,1.0,26,1,0,Normal
90.0,Istanbul,Gaziosmanpaşa,Küçükköy,4100000,2.0,1.0,5,0,1,Normal
110.0,Istanbul,Eyüpsultan,Yeşilpınar,5850000,2.0,1.0,17,1,0,Normal
120.0,Istanbul,Fatih,Fener,4500000,3.0,1.0,22,1,0,Normal
73.0,Istanbul,Çekmeköy,Alemdağ(Alemdar),4250000,2.0,1.0,11,0,1,Normal
160.0,Istanbul,Fatih,Akdeniz,25000000,3.5,1.0,3,1,1,Normal
125.0,Istanbul,Tuzla,Mimarsinan,4600000,3.0,1.0,27,2,0,Normal
79.0,Istanbul,Bakırköy,Cevizlik,3750000,1.0,1.0,30,1,0,Normal
100.0,Istanbul,Esenyurt,Haramidere,2350000,2.0,1.0,13,0,0,Normal
110.0,Istanbul,Esenyurt,Haramidere,3050000,2.0,1.0,10,1,1,Normal
110.0,Istanbul,Silivri,Selimpaşa,3000000,2.0,1.0,20,2,0,Normal
80.0,Istanbul,Fatih,Haseki,2450000,2.0,1.0,29,0,0,Normal
70.0,Istanbul,Maltepe,Gülsuyu,5400000,2.0,1.0,8,1,1,Normal
115.0,Istanbul,Bayrampaşa,Yıldırım,3750000,2.0,1.0,20,1,0,Normal
75.0,Istanbul,Kartal,Yakacık,5250000,2.0,1.0,5,1,0,Normal
80.0,Istanbul,Bayrampaşa,Yıldırım,5400000,2.0,1.0,3,0,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,2550000,2.0,1.0,14,1,0,Normal
130.0,Istanbul,Gaziosmanpaşa,Fevziçakmak,7450000,3.0,1.0,0,1,1,Normal
120.0,Istanbul,Esenler,Karabayır,7500000,3.0,1.0,3,1,0,Normal
140.0,Istanbul,Esenyurt,Haramidere,4000000,3.0,1.0,10,3,1,Normal
227.0,Istanbul,Bahçelievler,Şirinevler,15750000,5.0,2.0,0,1,1,Dubleks
72.0,Istanbul,Kartal,Yakacık,4975000,2.0,1.0,5,1,0,Normal
80.0,Istanbul,Başakşehir,İkitelli,4100000,1.0,1.0,19,0,1,Normal
200.0,Istanbul,Sultangazi,Sultançiftliği,3700000,3.0,3.0,27,1,0,Normal
150.0,Istanbul,Esenyurt,Haramidere,3950000,3.0,1.0,17,2,1,Normal
58.0,Istanbul,Avcılar,Gümüşpala,2950000,1.0,1.0,0,0,1,Normal
92.0,Istanbul,Esenyurt,Kıraç,4500000,2.0,1.0,3,1,1,Normal
70.0,Istanbul,Fatih,Yedikule,2300000,2.0,1.0,30,1,0,Normal
100.0,Istanbul,Esenyurt,Haramidere,4099000,2.0,1.0,0,1,1,Normal
105.0,Istanbul,Maltepe,Zümrütevler,8900000,2.0,1.0,9,1,1,Normal
150.0,Istanbul,Esenyurt,Haramidere,3000000,3.0,2.0,25,2,1,Dubleks
170.0,Istanbul,Esenyurt,Kıraç,1650000,2.0,1.0,28,1,0,Normal
170.0,Istanbul,Esenyurt,Kıraç,6250000,3.0,1.0,2,2,0,Normal
80.0,Istanbul,Esenler,Sanayi,3800000,2.0,1.0,5,2,1,Normal
99.0,Istanbul,Kartal,Yakacık,5250000,2.0,1.0,25,2,0,Normal
85.0,Istanbul,Esenyurt,Kıraç,1490000,2.0,1.0,29,1,0,Normal
110.0,Istanbul,Esenyurt,Haramidere,2400000,2.0,1.0,20,0,1,Normal
200.0,Istanbul,Gaziosmanpaşa,Küçükköy,4750000,4.0,1.0,27,2,0,Dubleks
100.0,Istanbul,Esenyurt,Kıraç,2800000,2.0,1.0,6,1,1,Normal
128.0,Istanbul,Kağıthane,Hamidiye,5650000,3.0,1.0,24,2,0,Normal
130.0,Istanbul,Maltepe,Zümrütevler,4099000,3.0,1.0,29,2,0,Normal
95.0,Istanbul,Bağcılar,Barbaros/Yeşilbağ,3750000,2.0,1.0,5,1,1,Normal
100.0,Istanbul,Eyüpsultan,Çırçır,6500000,2.0,1.0,8,1,1,Normal
235.0,Istanbul,Esenyurt,Kıraç,2800000,3.0,1.0,30,2,0,Normal
120.0,Istanbul,Kartal,Uğurmumcu,10250000,2.0,1.0,1,1,1,Normal
323.0,Istanbul,Sancaktepe,Samandıra,2460000,5.0,2.0,30,2,0,Dubleks
125.0,Istanbul,Sancaktepe,Yenidoğan,4100000,2.0,1.0,29,1,1,Normal
240.0,Istanbul,Büyükçekmece,Mimarsinan,10500000,4.0,1.0,13,1,0,Dubleks
115.0,Istanbul,Beylikdüzü,Kavaklı,4450000,2.0,1.0,9,2,1,Normal
85.0,Istanbul,Çekmeköy,Taşdelen,3850000,2.0,1.0,27,0,0,Normal
160.0,Istanbul,Sancaktepe,Samandıra,5980000,4.0,1.0,19,2,1,Normal
100.0,Istanbul,Esenler,Sanayi,4850000,2.0,1.0,1,1,1,Normal
135.0,Istanbul,Esenyurt,Kıraç,5670000,2.0,1.0,0,1,1,Normal
110.0,Istanbul,Esenyurt,Haramidere,3400000,2.0,1.0,4,1,0,Normal
80.0,Istanbul,Esenyurt,Kıraç,1700000,2.0,1.0,25,1,0,Normal
95.0,Istanbul,Esenyurt,Haramidere,2200000,2.0,1.0,18,1,1,Normal
323.0,Istanbul,Bahçelievler,Soğanlı,7250000,5.0,2.0,29,1,0,Tripleks
114.0,Istanbul,Üsküdar,Altunizade,8250000,3.0,1.0,23,2,0,Normal
90.0,Istanbul,Eyüpsultan,Rami,4000000,2.0,1.0,24,1,0,Normal
80.0,Istanbul,Zeytinburnu,Çırpıcı,2500000,2.0,1.0,26,1,0,Normal
62.0,Istanbul,Beylikdüzü,Yakuplu,2460000,2.0,1.0,4,0,0,Normal
90.0,Istanbul,Eyüpsultan,Çırçır,2490000,2.0,1.0,26,1,0,Normal
135.0,Istanbul,Küçükçekmece,Merkez,4000000,3.0,1.0,27,2,0,Normal
80.0,Istanbul,Adalar,Kınalıada,8000000,3.0,1.0,15,1,0,Normal
115.0,Istanbul,Küçükçekmece,Sefaköy,2750000,2.0,1.0,28,2,0,Normal
247.0,Istanbul,Sarıyer,Merkez,32000000,4.0,1.0,1,3,0,Dubleks
275.0,Istanbul,Başakşehir,İkitelli,46800000,2.5,1.0,2,2,1,Dubleks
95.0,Istanbul,Silivri,Değirmenköy,3050000,3.0,1.0,17,1,0,Normal
132.0,Istanbul,Pendik,Yayalar,6350000,3.0,1.0,20,2,1,Normal
80.0,Istanbul,Kağıthane,Gültepe,5750000,2.0,1.0,9,1,1,Normal
160.0,Istanbul,Fatih,Aksaray,7250000,3.0,1.0,14,2,0,Normal
133.0,Istanbul,Bahçelievler,Kocasinan,3175000,2.0,1.0,28,1,0,Normal
100.0,Istanbul,Esenler,Sanayi,6750000,2.0,1.0,2,2,0,Normal
85.0,Istanbul,Esenyurt,Kıraç,2100000,2.0,1.0,11,0,1,Normal
60.0,Istanbul,Bağcılar,Güneşli,1100000,1.0,1.0,26,0,0,Normal
180.0,Istanbul,Şişli,Bozkurt,6200000,3.0,1.0,28,1,0,Normal
100.0,Istanbul,Bağcılar,Demirkapı,3150000,2.0,1.0,12,1,0,Normal
130.0,Istanbul,Sultangazi,Zübeydehanım,4350000,2.0,1.0,21,2,0,Normal
95.0,Istanbul,Büyükçekmece,Mimarsinan,1650000,2.0,1.0,27,0,0,Normal
120.0,Istanbul,Silivri,Gümüşyaka,2450000,2.0,1.0,29,2,0,Normal
110.0,Istanbul,Esenyurt,Haramidere,1750000,2.0,1.0,28,1,0,Normal
120.0,Istanbul,Güngören,Abdurrahman Nafiz Gürman,6000000,3.0,1.0,3,2,0,Normal
120.0,Istanbul,Güngören,Abdurrahman Nafiz Gürman,6000000,3.0,1.0,1,0,0,Normal
105.0,Istanbul,Kartal,Yakacık,7900000,3.0,1.0,6,2,1,Normal
185.0,Istanbul,Pendik,Çarşı,7900000,4.0,1.0,26,2,0,Dubleks
140.0,Istanbul,Esenyurt,Kıraç,2490000,3.0,1.0,26,1,0,Normal
125.0,Istanbul,Gaziosmanpaşa,Küçükköy,4150000,2.0,1.0,24,1,0,Normal
180.0,Istanbul,Kadıköy,Hasanpaşa,12500000,3.0,2.0,28,1,0,Dubleks
135.0,Istanbul,Beşiktaş,Türkali,8300000,3.0,1.0,27,1,0,Normal
70.0,Istanbul,Beşiktaş,Türkali,3500000,1.0,1.0,27,0,0,Normal
130.0,Istanbul,Sultangazi,Sultançiftliği,4970000,3.0,1.0,25,2,0,Normal
80.0,Istanbul,Esenyurt,Haramidere,1225000,1.0,1.0,29,1,1,Normal
220.0,Istanbul,Beylikdüzü,Kavaklı,18900000,4.0,1.0,2,2,1,Dubleks
140.0,Istanbul,Esenyurt,Haramidere,3450000,2.0,1.0,16,1,1,Normal
100.0,Istanbul,Kartal,Soğanlık,4950000,2.0,1.0,19,2,0,Normal
95.0,Istanbul,Arnavutköy,Boğazköy,3850000,2.0,1.0,6,1,1,Normal
130.0,Istanbul,Beylikdüzü,Yakuplu,1740000,2.0,1.0,26,2,0,Normal
105.0,Istanbul,Eyüpsultan,Çırçır,5950000,2.0,1.0,13,2,0,Normal
95.0,Istanbul,Gaziosmanpaşa,Küçükköy,3750000,2.0,1.0,13,1,0,Normal
95.0,Istanbul,Eyüpsultan,Yeşilpınar,4750000,2.0,1.0,14,0,0,Normal
125.0,Istanbul,Arnavutköy,Taşoluk,3390000,3.0,1.0,20,1,0,Normal
152.0,Istanbul,Küçükçekmece,Halkalı,14650000,4.0,1.0,3,3,1,Normal
212.0,Istanbul,Sultangazi,Cebeci,9250000,5.0,1.0,14,2,1,Normal
110.0,Istanbul,Beylikdüzü,Kavaklı,1315000,2.0,1.0,27,1,0,Normal
100.0,Istanbul,Küçükçekmece,Cennet,7000000,3.0,1.0,2,1,1,Normal
220.0,Istanbul,Küçükçekmece,Halkalı,27900000,4.0,1.0,3,1,1,Normal
240.0,Istanbul,Esenyurt,Haramidere,5350000,4.0,1.0,18,2,1,Dubleks
117.0,Istanbul,Gaziosmanpaşa,Kazımkarabekir,8450000,3.0,1.0,0,1,0,Normal
120.0,Istanbul,Ataşehir,Örnek,11000000,3.0,1.0,2,1,1,Normal
100.0,Istanbul,Güngören,Akıncılar,2500000,2.0,1.0,20,1,0,Normal
135.0,Istanbul,Bahçelievler,Kocasinan,7890000,3.0,1.0,3,1,0,Normal
120.0,Istanbul,Silivri,Selimpaşa,4200000,3.0,1.0,6,1,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,1620000,2.0,1.0,27,1,1,Normal
81.0,Istanbul,Bahçelievler,Fevzi Çakmak,4250000,2.0,1.0,4,1,1,Normal
90.0,Istanbul,Kartal,Soğanlık,2550000,2.0,1.0,28,1,0,Normal
120.0,Istanbul,Esenyurt,Kıraç,1400000,2.0,1.0,30,2,0,Normal
100.0,Istanbul,Esenyurt,Haramidere,1199000,2.0,1.0,28,0,1,Normal
110.0,Istanbul,Eyüpsultan,Göktürk,3900000,2.0,1.0,26,1,0,Normal
88.0,Istanbul,Beylikdüzü,Yakuplu,3050000,2.0,1.0,15,1,1,Normal
218.0,Istanbul,Küçükçekmece,Halkalı,15400000,4.0,1.0,3,2,1,Dubleks
110.0,Istanbul,Esenyurt,Kıraç,1849999,2.0,1.0,26,1,1,Normal
120.0,Istanbul,Beylikdüzü,Yakuplu,3700000,2.0,1.0,14,2,0,Normal
85.0,Istanbul,Çekmeköy,Taşdelen,4475000,2.0,1.0,23,1,1,Normal
105.0,Istanbul,Üsküdar,Bahçelievler,12000000,3.0,1.0,1,2,1,Normal
112.0,Istanbul,Kartal,Esentepe,10700000,2.0,1.0,2,0,0,Normal
90.0,Istanbul,Esenyurt,Haramidere,2540000,2.0,1.0,6,1,1,Normal
100.0,Istanbul,Esenyurt,Haramidere,1650000,2.0,1.0,29,1,0,Normal
120.0,Istanbul,Fatih,Sultanahmet,13250000,3.0,1.0,2,2,1,Normal
87.0,Istanbul,Avcılar,Ambarlı,5150000,2.0,1.0,1,1,0,Normal
80.0,Istanbul,Fatih,Sultanahmet,5500000,2.0,1.0,3,1,1,Normal
160.0,Istanbul,Kağıthane,Çeliktepe,13250000,3.0,2.0,1,2,1,Normal
300.0,Istanbul,Silivri,Selimpaşa,5000000,4.0,1.0,27,1,0,Dubleks
151.0,Istanbul,Başakşehir,İkitelli,8200000,4.0,1.0,21,1,0,Normal
100.0,Istanbul,Esenyurt,Kıraç,1270000,2.0,1.0,30,1,1,Normal
120.0,Istanbul,Gaziosmanpaşa,Küçükköy,3200000,2.0,1.0,29,1,0,Normal
145.0,Istanbul,Sultangazi,Cebeci,6450000,3.0,1.0,13,1,0,Normal
120.0,Istanbul,Kartal,Dragos,11200000,3.0,1.0,3,1,1,Normal
